county_name,number_of_cases,eligible_individuals,individuals_under_5,individuals_5-17,individuals_18-59,individuals_60-64,individuals_over_64,white,black,native_american,asian,pacific_islander,multi_race,unknown_race,hispanic,non-hispanic,unknown_ethnicity,total_snap_payments,avg_snap_payment,month,year
THROCKMORTON,846,2100,366,743,767,65,159,1087,132,4,3,11,4,859,1409,459,232,"$215,557",$255,January,2018
TITUS,67,135,16,34,64,4,17,103,1,0,2,0,0,29,12,106,17,"$13,530",$202,January,2018
TOM GREEN,2217,5288,1001,2077,1797,161,252,2280,897,11,17,30,12,2041,2302,2441,545,"$557,777",$252,January,2018
TRAVIS,5645,12962,2069,4356,5262,418,857,7539,799,59,43,18,98,4406,6857,4723,1382,"$1,335,794",$237,January,2018
TRINITY,46818,102907,17971,39695,36542,2896,5803,48546,17897,416,2500,194,669,32685,52350,37409,13148,"$11,980,843",$256,January,2018
TYLER,1573,3084,358,873,1484,156,213,1953,448,14,16,0,17,636,252,2485,347,"$354,582",$225,January,2018
UPSHUR,1678,3630,425,1121,1704,171,209,2424,464,22,4,1,34,681,147,3056,427,"$405,280",$242,January,2018
UPTON,2607,6042,836,2068,2540,246,352,3970,769,38,14,2,53,1196,518,4825,699,"$659,559",$253,January,2018
UVALDE,158,447,74,181,152,13,27,313,9,1,5,0,8,111,241,163,43,"$46,927",$297,January,2018
VAL VERDE,2505,6323,984,2160,2464,189,526,4133,45,12,8,24,7,2094,5194,617,512,"$669,964",$267,January,2018
VAN ZANDT,4430,11027,1769,3856,3696,277,1429,5045,125,24,6,36,4,5787,9428,603,996,"$1,137,680",$257,January,2018
VICTORIA,2931,6744,984,2234,2841,251,434,4898,392,39,17,4,20,1374,865,5147,732,"$703,505",$240,January,2018
WALKER,6516,15761,2511,5746,6275,436,793,7596,1387,47,63,31,91,6546,9572,4439,1750,"$1,779,158",$273,January,2018
WALLER,3534,7079,1099,2235,3067,247,431,2752,2411,24,29,6,41,1816,1289,4917,873,"$798,140",$226,January,2018
WARD,2795,6388,1094,2466,2326,173,329,2581,1874,19,20,5,22,1867,2471,3177,740,"$698,404",$250,January,2018
WASHINGTON,568,1357,229,503,493,39,93,838,115,9,4,2,13,376,748,482,127,"$147,842",$260,January,2018
WEBB,1707,3835,667,1341,1437,136,254,1325,1266,10,40,2,30,1162,888,2291,656,"$392,267",$230,January,2018
WHARTON,28608,75641,13224,31346,23443,1520,6108,41266,159,70,104,88,13,33941,67934,1233,6474,"$8,427,807",$295,January,2018
WHEELER,2731,6512,1091,2468,2372,197,384,2358,1493,22,18,12,21,2588,3203,2484,825,"$716,876",$262,January,2018
WICHITA,205,497,80,172,199,16,30,311,32,1,3,0,0,150,135,287,75,"$51,275",$250,January,2018
WILBARGER,8876,19316,2951,6212,8491,694,968,10473,3417,137,100,23,305,4861,4450,12776,2090,"$2,026,431",$228,January,2018
WILLACY,953,2178,280,764,920,76,138,1097,315,13,55,4,14,680,719,1215,244,"$211,358",$222,January,2018
WILLIAMSON,2653,6246,881,2209,2270,179,707,3655,41,7,8,13,3,2519,5590,177,479,"$654,162",$247,January,2018
WILSON,11913,29487,4839,11116,11073,676,1783,15998,4549,168,602,81,386,7703,11340,14508,3639,"$3,199,566",$269,January,2018
WINKLER,1891,4656,731,1603,1913,132,277,2890,130,21,24,10,16,1565,2581,1561,514,"$505,082",$267,January,2018
WISE,416,1048,175,375,394,21,83,727,32,4,1,4,2,278,637,311,100,"$117,199",$282,January,2018
WOOD,2265,5628,903,2065,2185,187,288,3899,113,37,24,6,35,1514,1317,3619,692,"$597,796",$264,January,2018
YOAKUM,2267,4916,675,1516,2104,262,359,3508,312,18,17,6,20,1035,570,3791,555,"$518,416",$229,January,2018
YOUNG,308,753,130,274,276,20,53,368,24,2,4,0,1,354,530,146,77,"$84,768",$275,January,2018
ZAPATA,1050,2341,316,786,985,89,165,1663,62,13,5,9,12,577,485,1571,285,"$240,559",$229,January,2018
ZAVALA,1736,4536,761,1768,1487,110,410,2399,11,3,1,3,0,2119,4060,127,349,"$502,005",$289,January,2018
Call Centers,1627,3885,570,1378,1446,130,361,1833,48,27,7,26,2,1942,3419,149,317,"$432,077",$266,January,2018
State Total,1658329,3888634,638665,1447229,1426330,113443,262967,1764411,740927,13434,61850,7911,19356,1280745,1942018,1550098,396518,"$436,025,503",$263,January,2018
ANDERSON,3294,7380,1095,2452,3141,262,430,3705,1799,27,22,11,47,1769,1160,5319,901,"$806,355",$245,February,2018
ANDREWS,765,1873,313,684,706,47,123,1276,52,9,4,1,10,521,1200,509,164,"$219,378",$287,February,2018
ANGELINA,6741,15599,2492,5502,6330,495,780,7060,3709,45,48,13,78,4646,3549,10265,1785,"$1,669,273",$248,February,2018
ARANSAS,1660,3478,398,1040,1626,163,251,2313,89,17,39,8,7,1005,1298,1788,392,"$407,342",$245,February,2018
ARCHER,298,672,102,222,284,29,35,502,16,9,4,0,7,134,94,504,74,"$66,066",$222,February,2018
ARMSTRONG,51,124,18,49,49,1,7,92,2,0,0,0,1,29,25,83,16,"$12,995",$255,February,2018
ATASCOSA,3789,9778,1555,3568,3757,303,595,5921,118,17,21,44,7,3650,7050,1773,955,"$1,088,124",$287,February,2018
AUSTIN,1319,3083,557,1110,1108,103,205,1401,645,12,14,3,18,990,1059,1657,367,"$331,421",$251,February,2018
BAILEY,387,1119,208,437,369,23,82,616,16,1,2,1,1,482,835,173,111,"$109,047",$282,February,2018
BANDERA,934,2046,299,627,887,86,147,1512,20,14,3,6,5,486,524,1251,271,"$226,438",$242,February,2018
BASTROP,4924,11819,1993,4652,4231,360,583,6722,1288,60,55,24,117,3553,5445,4805,1569,"$1,340,994",$272,February,2018
BAYLOR,255,540,69,159,232,32,48,396,27,4,0,3,2,108,76,397,67,"$52,733",$207,February,2018
BEE,2500,5852,898,1919,2448,194,393,3691,187,11,16,19,10,1918,4355,978,519,"$636,970",$255,February,2018
BELL,22564,55135,9222,19578,22893,1377,2065,19945,18222,266,607,551,1011,14533,14479,33728,6928,"$6,163,832",$273,February,2018
BEXAR,131370,311389,50122,110939,121738,9127,19463,149792,30425,932,3233,837,1395,124775,215531,66201,29657,"$35,285,525",$269,February,2018
BLANCO,258,556,89,174,223,20,50,398,12,1,1,0,4,140,168,301,87,"$54,529",$211,February,2018
BORDEN,16,43,7,22,12,1,1,32,1,0,0,0,0,10,18,19,6,"$6,120",$383,February,2018
BOSQUE,1017,2310,315,751,996,91,157,1559,110,8,13,3,13,604,526,1473,311,"$246,580",$242,February,2018
BOWIE,7101,16046,2705,5378,6594,539,830,5926,6459,47,44,18,141,3411,923,13344,1779,"$1,732,330",$244,February,2018
BRAZORIA,14348,34062,5719,12459,12939,955,1990,16792,5299,115,609,41,207,10999,13600,16629,3833,"$3,923,290",$273,February,2018
BRAZOS,9151,21432,3937,7996,8119,494,886,8307,6057,70,176,33,161,6628,7694,10805,2933,"$2,386,129",$261,February,2018
BREWSTER,466,861,82,246,347,49,137,474,27,2,4,7,4,343,502,262,97,"$90,902",$195,February,2018
BRISCOE,73,152,9,50,62,11,20,94,13,0,0,0,1,44,49,85,18,"$16,479",$226,February,2018
BROOKS,1184,2782,395,920,1112,102,253,1458,9,4,1,6,0,1304,2448,91,243,"$307,293",$260,February,2018
BROWN,2521,5431,782,1616,2408,261,364,3624,321,14,15,6,33,1418,1285,3460,686,"$578,496",$229,February,2018
BURLESON,1059,2297,372,744,927,100,154,1079,560,12,4,2,19,621,504,1409,384,"$244,316",$231,February,2018
BURNET,1834,4342,697,1528,1636,162,319,3048,151,13,35,6,25,1064,1307,2444,591,"$448,712",$245,February,2018
CALDWELL,2680,6656,1123,2541,2415,199,378,3905,487,40,19,18,33,2154,3852,2001,803,"$732,614",$273,February,2018
CALHOUN,1481,3530,560,1222,1452,111,185,1938,144,8,145,9,11,1275,2005,1125,400,"$413,868",$279,February,2018
CALLAHAN,747,1786,233,600,800,58,95,1407,48,11,4,4,12,300,207,1387,192,"$187,897",$252,February,2018
CAMERON,48577,121569,18829,47513,40763,3073,11391,77573,462,136,165,131,45,43057,108814,3735,9020,"$13,285,778",$273,February,2018
CAMP,1060,2555,396,968,989,85,117,1154,649,12,1,4,12,723,575,1647,333,"$269,139",$254,February,2018
CARSON,139,324,46,102,150,8,18,256,6,2,2,0,1,57,20,257,47,"$34,439",$248,February,2018
CASS,2629,5417,718,1554,2561,219,365,2946,1446,14,14,6,30,961,194,4618,605,"$618,099",$235,February,2018
CASTRO,414,1090,161,447,392,33,57,644,27,5,3,2,1,408,889,116,85,"$115,499",$279,February,2018
CHAMBERS,1465,3499,550,1320,1332,112,185,2053,475,11,15,2,21,922,1001,2105,393,"$393,144",$268,February,2018
CHEROKEE,3523,8459,1467,3100,3153,272,467,4456,1783,32,29,3,47,2109,1990,5585,884,"$889,264",$252,February,2018
CHILDRESS,444,970,130,288,436,43,73,536,75,2,5,1,2,349,324,512,134,"$99,631",$224,February,2018
CLAY,420,910,109,291,398,35,77,725,15,7,3,0,16,144,60,735,115,"$94,899",$226,February,2018
COCHRAN,256,602,77,217,222,28,58,263,41,7,0,2,0,289,427,105,70,"$65,749",$257,February,2018
COKE,119,284,41,102,113,7,21,221,1,2,1,0,1,58,79,177,28,"$29,167",$245,February,2018
COLEMAN,620,1338,171,411,579,51,126,949,58,4,3,2,3,319,265,905,168,"$137,877",$222,February,2018
COLLIN,17113,40066,6532,15249,13375,917,3993,16058,9690,220,2263,105,488,11242,11098,24013,4955,"$4,412,626",$258,February,2018
COLLINGSWORTH,166,430,48,167,177,11,27,231,35,2,0,0,2,160,231,151,48,"$44,493",$268,February,2018
COLORADO,1083,2433,396,859,884,104,190,975,654,5,5,1,12,781,882,1227,324,"$243,235",$225,February,2018
COMAL,4125,10092,1712,3431,4023,308,618,6523,392,41,46,26,74,2990,4463,4591,1038,"$1,093,499",$265,February,2018
COMANCHE,793,1892,257,671,708,84,172,1209,30,5,3,2,6,637,706,966,220,"$193,518",$244,February,2018
CONCHO,120,278,41,92,98,11,36,188,4,1,0,0,1,84,146,105,27,"$25,854",$215,February,2018
COOKE,1952,4730,847,1770,1703,154,256,2957,337,15,24,6,26,1365,1260,2915,555,"$520,587",$267,February,2018
CORYELL,3510,8496,1379,2875,3672,221,349,4477,1637,63,78,95,182,1964,1670,5731,1095,"$906,738",$258,February,2018
COTTLE,89,216,24,80,89,10,13,104,41,0,0,1,1,69,79,118,19,"$24,313",$273,February,2018
CRANE,161,395,68,134,147,12,34,220,14,0,9,0,2,150,278,81,36,"$44,939",$279,February,2018
CROCKETT,119,300,43,122,102,11,22,195,3,9,3,2,0,88,232,51,17,"$29,385",$247,February,2018
CROSBY,522,1341,199,468,549,36,89,668,61,7,1,1,0,603,989,242,110,"$136,215",$261,February,2018
CULBERSON,186,368,52,105,121,25,65,237,0,5,0,1,1,124,274,54,40,"$37,432",$201,February,2018
DALLAM,259,665,109,264,240,18,34,420,10,2,3,0,1,229,341,253,71,"$71,489",$276,February,2018
DALLAS,161837,366148,63224,143991,126235,10761,21937,100910,131218,1368,8592,441,1850,121769,141447,184942,39759,"$42,387,370",$262,February,2018
DAWSON,796,2021,317,780,710,55,159,1163,74,6,1,5,5,767,1591,255,175,"$219,827",$276,February,2018
DEAF SMITH,1119,2891,505,1097,1006,65,218,1482,59,11,7,3,5,1324,2267,307,317,"$313,077",$280,February,2018
DELTA,326,710,122,194,301,31,62,473,106,2,2,0,2,125,58,556,96,"$69,272",$212,February,2018
DENTON,17986,42748,7362,16194,15496,910,2786,18534,10127,201,2037,59,451,11339,12840,25341,4567,"$4,755,120",$264,February,2018
DEWITT,1412,3290,477,1124,1332,119,238,1792,446,8,4,9,51,980,1660,1241,389,"$354,421",$251,February,2018
DICKENS,124,264,32,79,106,14,33,151,11,2,0,0,0,100,118,114,32,"$28,150",$227,February,2018
DIMMIT,1139,2750,461,944,976,76,293,1320,14,9,2,75,2,1328,2335,133,282,"$299,718",$263,February,2018
DONLEY,181,399,49,122,182,16,30,263,44,1,0,1,1,89,64,276,59,"$41,356",$228,February,2018
DUVAL,1426,3203,435,1040,1328,91,309,1617,9,1,3,5,0,1568,2756,138,309,"$344,496",$242,February,2018
EASTLAND,1271,2799,411,822,1216,137,213,2072,75,30,11,5,23,583,408,2042,349,"$289,868",$228,February,2018
ECTOR,8201,20353,3768,7500,7272,515,1298,10764,1552,78,66,66,79,7748,13101,5131,2121,"$2,376,759",$290,February,2018
EDWARDS,120,295,47,103,96,9,40,206,0,1,0,1,0,87,208,46,41,"$29,034",$242,February,2018
ELLIS,6766,16435,2678,6162,6357,479,759,8602,3319,58,90,14,91,4261,5271,9564,1600,"$1,836,244",$271,February,2018
EL PASO,75163,176227,24532,62970,63653,6000,19072,105267,3857,525,555,338,350,65335,153595,11287,11345,"$19,241,498",$256,February,2018
ERATH,1447,3505,575,1287,1346,104,193,2195,94,17,9,6,14,1170,1178,1857,470,"$367,351",$254,February,2018
FALLS,1359,2834,438,872,1146,148,230,1038,979,3,7,5,15,787,617,1781,436,"$291,472",$214,February,2018
FANNIN,1830,3982,592,1250,1684,161,295,2653,412,40,9,4,73,791,440,2996,546,"$409,693",$224,February,2018
FAYETTE,927,2067,324,723,792,79,149,992,425,8,11,3,13,615,638,1093,336,"$215,284",$232,February,2018
FISHER,193,431,77,118,185,16,35,247,65,1,0,0,1,117,165,217,49,"$50,249",$260,February,2018
FLOYD,462,1273,192,482,488,34,77,624,81,2,4,2,0,560,954,198,121,"$130,847",$283,February,2018
FOARD,68,143,7,46,69,4,17,118,2,0,0,1,0,22,26,100,17,"$11,989",$176,February,2018
FORT BEND,24364,57476,8836,21141,20620,1466,5413,17118,19159,199,4014,152,316,16518,20402,30620,6454,"$6,590,629",$271,February,2018
FRANKLIN,555,1330,174,501,536,43,76,882,123,11,3,2,6,303,195,995,140,"$135,993",$245,February,2018
FREESTONE,1115,2455,371,837,996,83,168,1273,598,5,12,0,15,552,353,1801,301,"$267,897",$240,February,2018
FRIO,1520,3764,633,1313,1384,121,313,2054,25,3,11,42,5,1624,3097,272,395,"$420,595",$277,February,2018
GAINES,687,1685,252,644,570,53,166,1005,83,2,1,8,5,581,1064,479,142,"$181,590",$264,February,2018
GALVESTON,18222,39927,6123,13926,16089,1490,2299,18120,10812,166,460,72,254,10043,11053,24324,4550,"$4,678,091",$257,February,2018
GARZA,290,723,128,254,266,23,52,383,98,1,0,4,9,228,369,283,71,"$81,056",$280,February,2018
GILLESPIE,625,1552,249,571,577,44,111,1040,18,8,16,6,5,459,718,671,163,"$160,333",$257,February,2018
GLASSCOCK,19,45,5,23,14,1,2,21,0,0,0,0,0,24,35,6,4,"$4,647",$245,February,2018
GOLIAD,422,1005,152,354,405,26,68,528,71,7,4,1,2,392,557,325,123,"$113,231",$268,February,2018
GONZALES,1535,3712,597,1406,1351,116,242,1722,458,58,4,4,22,1444,2172,1203,337,"$394,189",$257,February,2018
GRAY,1342,3192,484,1097,1362,88,161,1956,174,31,6,1,17,1007,1094,1737,361,"$346,713",$258,February,2018
GRAYSON,6783,15615,2511,5348,6340,547,869,9587,1972,151,157,7,194,3547,2645,11250,1720,"$1,669,795",$246,February,2018
GREGG,9286,20486,3290,7136,8412,677,971,8174,7046,79,84,18,148,4937,3565,14591,2330,"$2,286,549",$246,February,2018
GRIMES,1758,4016,627,1448,1517,158,266,1884,942,13,7,5,20,1145,1058,2350,608,"$441,486",$251,February,2018
GUADALUPE,6016,14793,2380,5356,5703,435,919,8085,1061,41,56,33,82,5435,7965,5242,1586,"$1,632,118",$271,February,2018
HALE,2350,6086,919,2305,2315,163,384,3049,351,18,7,16,21,2624,4391,1152,543,"$634,517",$270,February,2018
HALL,242,556,78,185,229,21,43,278,81,3,1,0,4,189,231,251,74,"$58,187",$240,February,2018
HAMILTON,447,952,115,303,420,43,71,741,12,4,3,2,6,184,143,689,120,"$95,286",$213,February,2018
HANSFORD,100,298,57,135,79,6,21,159,2,2,1,0,1,133,170,92,36,"$25,478",$255,February,2018
HARDEMAN,231,520,64,169,225,16,46,335,42,4,0,0,1,138,144,324,52,"$53,622",$232,February,2018
HARDIN,3405,7540,1087,2325,3544,232,352,5206,979,23,13,5,51,1263,393,6377,770,"$882,521",$259,February,2018
HARRIS,304542,692935,121813,265615,241302,19494,44711,220956,214038,2248,19880,1342,2798,231673,308464,313120,71351,"$82,374,563",$270,February,2018
HARRISON,4932,10945,1619,3794,4555,417,560,4613,3780,29,40,3,74,2406,1403,8268,1274,"$1,222,536",$248,February,2018
HARTLEY,57,155,25,59,54,4,13,101,2,0,0,0,0,52,78,64,13,"$13,392",$235,February,2018
HASKELL,432,939,110,280,422,33,94,566,71,0,0,4,2,296,319,522,98,"$94,466",$219,February,2018
HAYS,6129,15104,2557,5742,5714,367,724,9252,962,56,84,50,148,4552,8787,4465,1852,"$1,683,247",$275,February,2018
HEMPHILL,76,211,34,95,69,4,9,104,2,1,6,1,0,97,122,66,23,"$21,677",$285,February,2018
HENDERSON,5717,12517,1789,3930,5488,526,784,8574,1274,31,37,9,59,2533,1568,9435,1514,"$1,361,763",$238,February,2018
HIDALGO,93486,239016,40333,100816,70318,5300,22249,145216,757,353,418,343,55,91874,214838,5527,18651,"$27,192,374",$291,February,2018
HILL,2260,5032,700,1744,2050,209,329,2944,710,15,17,4,38,1304,1109,3254,669,"$538,829",$238,February,2018
HOCKLEY,1299,3199,521,1135,1287,75,181,1644,160,18,11,13,20,1333,2004,847,348,"$346,892",$267,February,2018
HOOD,2303,5477,871,1858,2263,198,287,4006,118,26,12,11,22,1282,944,3881,652,"$606,142",$263,February,2018
HOPKINS,2140,4826,691,1645,1994,191,305,3060,681,17,11,5,38,1014,778,3553,495,"$501,604",$234,February,2018
HOUSTON,1916,3903,567,1243,1660,148,285,1455,1562,15,6,1,26,838,476,2933,494,"$445,643",$233,February,2018
HOWARD,1689,4215,731,1532,1646,111,195,2578,320,21,10,8,24,1254,2254,1554,407,"$464,524",$275,February,2018
HUDSPETH,391,890,115,281,312,46,136,488,19,1,3,1,4,374,680,147,63,"$92,001",$235,February,2018
HUNT,5612,12269,1867,3998,5199,475,730,6774,2265,67,49,16,77,3021,2085,8704,1480,"$1,340,041",$239,February,2018
HUTCHINSON,1060,2547,409,871,1087,90,90,1718,122,25,8,3,17,654,755,1514,278,"$297,949",$281,February,2018
IRION,28,59,8,19,21,3,8,41,1,0,0,1,0,16,18,34,7,"$4,201",$150,February,2018
JACK,398,953,135,353,372,20,73,698,21,3,0,0,4,227,203,634,116,"$109,028",$274,February,2018
JACKSON,840,2028,309,745,783,70,121,1004,319,6,29,8,19,643,871,928,229,"$228,345",$272,February,2018
JASPER,2848,6345,928,2104,2643,240,430,3350,1702,16,21,1,52,1203,435,5113,797,"$707,331",$248,February,2018
JEFF DAVIS,59,121,8,38,39,6,30,53,3,0,1,0,1,63,83,30,8,"$9,605",$163,February,2018
JEFFERSON,21057,45626,7677,15111,18549,1717,2572,11148,22202,168,843,61,161,11043,8008,32346,5272,"$5,286,458",$251,February,2018
JIM HOGG,583,1542,256,564,550,37,135,798,3,6,1,3,4,727,1345,50,147,"$163,553",$281,February,2018
JIM WELLS,4378,10548,1652,3600,4200,309,787,5469,101,17,21,11,7,4922,8628,978,942,"$1,169,169",$267,February,2018
JOHNSON,7548,18139,2833,6505,7309,571,921,12185,891,98,95,92,181,4597,4425,11779,1935,"$2,029,232",$269,February,2018
JONES,896,2119,281,737,878,79,144,1265,162,9,9,3,10,661,760,1144,215,"$214,032",$239,February,2018
KARNES,1118,2799,476,984,1066,90,183,1464,106,7,6,6,8,1202,1983,525,291,"$310,773",$278,February,2018
KAUFMAN,5402,13239,2148,4961,5039,405,686,7122,2911,48,73,2,66,3017,2923,8910,1406,"$1,470,167",$272,February,2018
KENDALL,753,1756,301,610,669,54,122,1112,31,14,6,4,4,585,803,731,222,"$190,126",$252,February,2018
KENEDY,22,53,7,21,17,4,4,23,0,0,0,1,0,29,46,3,4,"$5,690",$259,February,2018
KENT,19,51,6,19,20,1,5,39,0,0,0,0,1,11,11,34,6,"$3,742",$197,February,2018
KERR,2493,5513,893,1748,2296,212,364,3519,172,29,35,6,39,1713,2099,2795,619,"$598,223",$240,February,2018
KIMBLE,185,437,68,149,169,11,40,356,2,1,1,0,0,77,177,217,43,"$42,865",$232,February,2018
KING,2,6,1,3,1,1,0,6,0,0,0,0,0,0,0,6,0,$436,$218,February,2018
KINNEY,211,458,60,132,182,11,73,237,13,1,0,0,1,206,309,103,46,"$45,409",$215,February,2018
KLEBERG,3119,7086,1048,2330,3062,214,432,3833,256,20,20,4,5,2948,5613,905,568,"$786,811",$252,February,2018
KNOX,213,557,69,222,222,15,29,300,63,2,1,0,0,191,257,238,62,"$59,557",$280,February,2018
LAMAR,3924,8286,1306,2580,3469,342,589,4337,2057,82,14,13,93,1690,703,6508,1075,"$885,101",$226,February,2018
LAMB,992,2444,357,895,929,71,192,1384,163,8,1,12,6,870,1658,539,247,"$250,380",$252,February,2018
LAMPASAS,1108,2529,352,826,1121,82,148,1670,105,14,17,27,26,670,653,1513,363,"$269,148",$243,February,2018
LA SALLE,576,1395,210,511,482,33,159,706,12,4,2,9,1,661,1172,95,128,"$142,078",$247,February,2018
LAVACA,972,2293,385,811,882,75,140,1308,362,12,8,3,39,561,837,1186,270,"$248,950",$256,February,2018
LEE,878,2081,340,784,784,57,116,1017,363,13,7,2,19,660,756,1026,299,"$227,116",$259,February,2018
LEON,1023,2210,354,721,859,112,164,1316,286,7,9,1,18,573,382,1467,361,"$241,626",$236,February,2018
LIBERTY,6064,13984,2404,5174,5197,485,724,8294,1730,33,32,9,55,3831,3894,8482,1608,"$1,609,156",$265,February,2018
LIMESTONE,1721,3914,597,1367,1582,112,256,1826,928,15,13,0,37,1095,927,2467,520,"$411,458",$239,February,2018
LIPSCOMB,86,229,35,99,77,6,12,144,2,7,1,0,2,73,106,92,31,"$24,912",$290,February,2018
LIVE OAK,671,1592,241,523,671,42,115,1084,21,8,2,3,3,471,972,469,151,"$178,637",$266,February,2018
LLANO,928,2015,308,589,820,112,186,1465,52,7,5,1,14,471,358,1349,308,"$209,446",$226,February,2018
LOVING,2,6,1,3,2,0,0,5,0,0,0,0,0,1,1,5,0,$705,$353,February,2018
LUBBOCK,17562,41841,6690,14719,17040,1332,2060,18474,6617,160,169,65,194,16162,22170,15174,4497,"$4,585,093",$261,February,2018
LYNN,368,951,137,354,363,30,67,435,38,0,2,6,6,464,669,167,115,"$97,273",$264,February,2018
MCCULLOCH,539,1117,146,346,418,70,137,768,18,7,0,6,4,314,418,547,152,"$105,552",$196,February,2018
MCLENNAN,16578,37897,6416,13239,15198,1207,1837,14646,10458,133,175,47,280,12158,11480,21237,5180,"$4,162,437",$251,February,2018
MCMULLEN,24,43,5,11,21,1,5,33,0,0,0,0,0,10,18,19,6,"$4,865",$203,February,2018
MADISON,868,1987,330,711,743,75,128,826,572,3,5,1,10,570,391,1291,305,"$209,929",$242,February,2018
MARION,1063,2108,247,603,933,134,191,1081,594,11,10,6,13,393,65,1773,270,"$229,607",$216,February,2018
MARTIN,220,604,110,240,205,14,35,371,35,3,1,2,4,188,413,136,55,"$67,054",$305,February,2018
MASON,123,268,39,86,99,11,33,192,2,0,1,1,0,72,126,103,39,"$25,855",$210,February,2018
MATAGORDA,2601,6058,1037,2200,2197,212,412,2513,1097,17,61,10,16,2344,2731,2553,774,"$686,826",$264,February,2018
MAVERICK,6755,16854,2459,5689,5655,523,2528,7710,59,202,65,52,12,8754,15050,440,1364,"$1,737,783",$257,February,2018
MEDINA,2654,6363,935,2169,2595,191,473,4015,80,20,19,20,17,2192,4308,1416,639,"$690,101",$260,February,2018
MENARD,102,235,31,78,87,12,27,169,7,1,0,0,1,57,113,93,29,"$21,886",$215,February,2018
MIDLAND,5289,13670,2851,5012,4796,303,708,7730,1924,60,230,19,69,3638,7628,4737,1305,"$1,564,314",$296,February,2018
MILAM,2004,4505,652,1529,1827,191,306,2480,768,12,7,11,35,1192,1517,2385,603,"$496,922",$248,February,2018
MILLS,178,389,51,120,167,20,31,299,3,0,4,0,1,82,93,233,63,"$36,537",$205,February,2018
MITCHELL,404,1001,137,360,392,38,74,558,103,5,1,2,4,328,402,501,98,"$105,484",$261,February,2018
MONTAGUE,1054,2313,348,705,1016,102,142,1837,25,7,3,0,19,422,274,1784,255,"$249,222",$236,February,2018
MONTGOMERY,20545,48298,8614,18223,17625,1339,2497,28517,5557,157,469,76,344,13178,16209,26854,5235,"$5,492,044",$267,February,2018
MOORE,799,2187,423,828,774,47,115,1025,59,13,192,4,2,892,1240,709,238,"$231,756",$290,February,2018
MORRIS,1166,2528,372,808,1074,108,166,1191,719,6,7,0,17,588,251,1935,342,"$271,237",$233,February,2018
MOTLEY,62,145,16,46,56,4,23,93,7,0,0,1,1,43,48,73,24,"$10,827",$175,February,2018
NACOGDOCHES,4820,10855,1769,3962,4288,321,515,4279,3462,26,46,9,63,2970,2527,7108,1220,"$1,183,065",$245,February,2018
NAVARRO,3725,8550,1479,3052,3291,278,450,4004,1933,23,27,98,70,2395,2332,5200,1018,"$954,253",$256,February,2018
NEWTON,1137,2305,273,661,1095,107,169,1148,684,17,3,0,21,432,74,1964,267,"$255,790",$225,February,2018
NOLAN,1082,2580,394,898,1044,89,155,1441,210,7,2,5,27,888,1156,1157,267,"$280,690",$259,February,2018
NUECES,31281,70575,10560,23682,29781,2353,4199,43134,3510,149,284,111,142,23245,51379,12836,6360,"$8,156,665",$261,February,2018
OCHILTREE,297,732,131,270,260,23,48,456,19,4,0,0,0,253,414,253,65,"$80,498",$271,February,2018
OLDHAM,39,110,23,28,46,2,11,81,0,1,3,0,1,24,12,83,15,"$11,199",$287,February,2018
